,,,,,,,
,matiere,langue enseignement,liste études (codes),liste des n°s sciper enseignants,liste des enseignants,liste orientations/sections sans doublons,liste URL fiche sans doublons
,Experimental physics I,fr,AUDIT-H,106373#122784,Schaller Robert#Bay Aurelio,UNIL_SFU#UNIL_PHU,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1775402&ww_x_anneeacad=123455150&ww_i_section=116995070&ww_i_niveau=2936286&ww_c_langue=en
,Experimental physics II,fr,AUDIT-E,106373#122784,Schaller Robert#Bay Aurelio,UNIL_SFU#UNIL_PHU,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1775417&ww_x_anneeacad=123455150&ww_i_section=116995070&ww_i_niveau=2936295&ww_c_langue=en
,Experimental physics Laboratory Work,fr,AUDIT-E,123314,Patthey François,UNIL_PHU#UNIL_SFU,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1775412&ww_x_anneeacad=123455150&ww_i_section=116995070&ww_i_niveau=2936295&ww_c_langue=en
,Film history and theory : techniques and aesthetics,fr,SHS-BA4,196401,Turquety Benoît,SHS,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=405238706&ww_x_anneeacad=123455150&ww_i_section=1751774&ww_i_niveau=6683117&ww_c_langue=en
,Financial & managerial accounting,en,IF-MA1# IF-MA3#MINEUR-H#MTE-MA1# MTE-MA3,164209,Siegrist Alain,IF#MIN_MTE#MTE,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=229912643&ww_x_anneeacad=123455150&ww_i_section=120623110&ww_i_niveau=6683147&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=229912643&ww_x_anneeacad=123455150&ww_i_section=84482813&ww_i_niveau=2936286&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=229912643&ww_x_anneeacad=123455150&ww_i_section=946882&ww_i_niveau=6683147&ww_c_langue=en
,Financial mathematics,en,MA-MA2,209364,Schmutz Michael,ING_MATH#MATH,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=129610572&ww_x_anneeacad=123455150&ww_i_section=944590&ww_i_niveau=6683147&ww_c_langue=en
,Finite element method ,fr,GM-BA5,105270,Gmür Thomas,GM,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1774797&ww_x_anneeacad=123455150&ww_i_section=944263&ww_i_niveau=6683117&ww_c_langue=en
,Finite element modelling and simulation,fr,GM-BA6,100957,Cugnoni Joël,GM,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=127006741&ww_x_anneeacad=123455150&ww_i_section=944263&ww_i_niveau=6683117&ww_c_langue=en
,Flexible electronics,en,MT-MA2,208625,Lacour Stéphanie,MT,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=937848739&ww_x_anneeacad=123455150&ww_i_section=945244&ww_i_niveau=6683147&ww_c_langue=en
,Flood and dam break waves,fr,GC-MA2,148669,Ancey Christophe,GC,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=125935283&ww_x_anneeacad=123455150&ww_i_section=942623&ww_i_niveau=6683147&ww_c_langue=en
,Flow cytometry,en,SV-MA1# SV-MA3,184841,Garcia Miguel,SV_B#SV_STV,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=839105275&ww_x_anneeacad=123455150&ww_i_section=945901&ww_i_niveau=6683147&ww_c_langue=en
,Fluid flow,fr,GM-BA4,189938,Gallaire François,GM,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=787366356&ww_x_anneeacad=123455150&ww_i_section=944263&ww_i_niveau=6683117&ww_c_langue=en
,Fluid mechanics (for SIE),en,SIE-BA4,155043,Parlange Marc,SIE,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1142078709&ww_x_anneeacad=123455150&ww_i_section=942953&ww_i_niveau=6683117&ww_c_langue=en
,Fluid mechanics for SV,en,SV-BA5,106482,Stergiopulos Nikolaos,SV,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=132121224&ww_x_anneeacad=123455150&ww_i_section=945901&ww_i_niveau=6683117&ww_c_langue=en
,Fluids mechanics (For GC),fr,GC-BA4,148669,Ancey Christophe,GC,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=71543597&ww_x_anneeacad=123455150&ww_i_section=942623&ww_i_niveau=6683117&ww_c_langue=en
,Fluvial hydraulics and river training works,fr,GC-MA1# GC-MA3#SIE-MA1# SIE-MA3,112543#112841,Blanckaert Koen#Schleiss Anton,GC#SIE,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1774027&ww_x_anneeacad=123455150&ww_i_section=942623&ww_i_niveau=6683147&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1774027&ww_x_anneeacad=123455150&ww_i_section=942953&ww_i_niveau=6683147&ww_c_langue=en
,Fonctional analysis I,fr,IN-BA6#MA-BA6#SC-BA6,120861,Buffoni Boris,IN#MA#SC,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4144432&ww_x_anneeacad=123455150&ww_i_section=249847&ww_i_niveau=6683117&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4144432&ww_x_anneeacad=123455150&ww_i_section=944590&ww_i_niveau=6683117&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4144432&ww_x_anneeacad=123455150&ww_i_section=946228&ww_i_niveau=6683117&ww_c_langue=en
,Fonctional analysis II,fr,MA-MA2,120861,Buffoni Boris,ING_MATH#MATH,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4144436&ww_x_anneeacad=123455150&ww_i_section=944590&ww_i_niveau=6683147&ww_c_langue=en
,Food biotechnology,en,CGC-MA2#MINEUR-E,218473,Hansen Carl Erik,CGC_ING#MIN_BIOTECH,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=903779034&ww_x_anneeacad=123455150&ww_i_section=246696&ww_i_niveau=6683147&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=903779034&ww_x_anneeacad=123455150&ww_i_section=84482813&ww_i_niveau=2936295&ww_c_langue=en
,Food chemistry,fr,AUDIT-H#CGC-MA1# CGC-MA3,144959,Klein Bernard,UNIL_SFU#CGC_CHIM#CGC_ING,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1772492&ww_x_anneeacad=123455150&ww_i_section=116995070&ww_i_niveau=2936286&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1772492&ww_x_anneeacad=123455150&ww_i_section=246696&ww_i_niveau=6683147&ww_c_langue=en
,Foundations of imaging science,en,EDIC#IN-MA3# IN-MA1#MA-MA1# MA-MA3#SC-MA1# SC-MA3,112366#125681,Fua Pascal#Süsstrunk Sabine,EDIC#IN#MA_CO#SC_EPFL,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=348761303&ww_x_anneeacad=123455150&ww_i_section=2139068&ww_i_niveau=&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=348761303&ww_x_anneeacad=123455150&ww_i_section=249847&ww_i_niveau=6683147&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=348761303&ww_x_anneeacad=123455150&ww_i_section=944590&ww_i_niveau=6683147&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=348761303&ww_x_anneeacad=123455150&ww_i_section=946228&ww_i_niveau=6683147&ww_c_langue=en
,Foundations of software,en,IN-MA3# IN-MA1,126003,Odersky Martin,IN,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=71840397&ww_x_anneeacad=123455150&ww_i_section=249847&ww_i_niveau=6683147&ww_c_langue=en
,Fracture mechanics,en,EME-MA2#GM-MA2,111182#140968,Botsis Ioannis#Humbert Laurent,EME_MES#GM,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1774657&ww_x_anneeacad=123455150&ww_i_section=637841336&ww_i_niveau=6683147&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1774657&ww_x_anneeacad=123455150&ww_i_section=944263&ww_i_niveau=6683147&ww_c_langue=en
,"From blue to green, a mind map on the line Nyon - La Cure",fr,ENAC-BA4,113160#149208#196675,Ortlieb Valérie#Perreten Agnès#Geroliminis Nikolaos,ENAC,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=621393213&ww_x_anneeacad=123455150&ww_i_section=69034007&ww_i_niveau=6683117&ww_c_langue=en
,Frontiers in nanosciences,en,PH-MA3# PH-MA1#PH-MA1# PH-MA3,105546#132653,Kern Klaus#Rusponi Stefano,ING_PHYS#PHYS,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=243429820&ww_x_anneeacad=123455150&ww_i_section=945571&ww_i_niveau=6683147&ww_c_langue=en
,Functional materials in communication systems,en,IN-BA5#SC-BA5,106416#106518,Setter Nava#Tagantsev Alexander,IN#SC,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1771128&ww_x_anneeacad=123455150&ww_i_section=249847&ww_i_niveau=6683117&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1771128&ww_x_anneeacad=123455150&ww_i_section=946228&ww_i_niveau=6683117&ww_c_langue=en
,Functional properties of materials ,fr,MX-BA4,182447,Fontcuberta i Morral Anna,MX,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=352055084&ww_x_anneeacad=123455150&ww_i_section=944917&ww_i_niveau=6683117&ww_c_langue=en
,Fundamentals of biomedical imaging,en,MINEUR-E#PH-MA2#SV-MA2,161735,Gruetter Rolf,MIN_BIOMED#ING_PHYS#PHYS#SV_B#SV_STV,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=24374779&ww_x_anneeacad=123455150&ww_i_section=84482813&ww_i_niveau=2936295&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=24374779&ww_x_anneeacad=123455150&ww_i_section=945571&ww_i_niveau=6683147&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=24374779&ww_x_anneeacad=123455150&ww_i_section=945901&ww_i_niveau=6683147&ww_c_langue=en
,Fundamentals of geomatics,fr,GC-BA2#SIE-BA2,115027,Gilliéron Pierre-Yves,GC#SIE,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4146612&ww_x_anneeacad=123455150&ww_i_section=942623&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4146612&ww_x_anneeacad=123455150&ww_i_section=942953&ww_i_niveau=6683111&ww_c_langue=en
,Fundamentals of radiation damage and effects,en,MINEUR-E#MX-MA2,106982,Spaetig Philippe,MIN_TEC_SPACE#MX,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=71854807&ww_x_anneeacad=123455150&ww_i_section=84482813&ww_i_niveau=2936295&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=71854807&ww_x_anneeacad=123455150&ww_i_section=944917&ww_i_niveau=6683147&ww_c_langue=en
,Fundamentals of satellite positioning,fr,MINEUR-H#SIE-BA5,115027,Gilliéron Pierre-Yves,MIN_TEC_SPACE#SIE,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1774457&ww_x_anneeacad=123455150&ww_i_section=84482813&ww_i_niveau=2936286&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1774457&ww_x_anneeacad=123455150&ww_i_section=942953&ww_i_niveau=6683117&ww_c_langue=en
,Galois theory,fr,MA-BA6,133751,Testerman Donna,MA,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=24346085&ww_x_anneeacad=123455150&ww_i_section=944590&ww_i_niveau=6683117&ww_c_langue=en
,Gender and knowledge,fr,SHS-BA4,196781,Cossy Valérie,SHS,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=249341413&ww_x_anneeacad=123455150&ww_i_section=1751774&ww_i_niveau=6683117&ww_c_langue=en
,"Gender, jobs and professions",fr,SHS-BA6,212367,Sainsaulieu Ivan,SHS,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=235165152&ww_x_anneeacad=123455150&ww_i_section=1751774&ww_i_niveau=6683117&ww_c_langue=en
,General Analytical chemistry,fr,AUDIT-E,144957,Helm Lothar,UNIL_PHU,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=5745465&ww_x_anneeacad=123455150&ww_i_section=116995070&ww_i_niveau=2936295&ww_c_langue=en
,General Biology,fr,SIE-BA1,168011,Rossi Pierre,SIE,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4144932&ww_x_anneeacad=123455150&ww_i_section=942953&ww_i_niveau=6683111&ww_c_langue=en
,General chemistry,fr,PH-BA1#GM-BA1#IN-BA5#SC-BA5#SV-BA1,109138#150841,Beck Rainer#Roussel Christophe,PH#GM#IN#SC#SV,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1772517&ww_x_anneeacad=123455150&ww_i_section=945571&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1772517&ww_x_anneeacad=123455150&ww_i_section=944263&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1772517&ww_x_anneeacad=123455150&ww_i_section=249847&ww_i_niveau=6683117&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1772517&ww_x_anneeacad=123455150&ww_i_section=946228&ww_i_niveau=6683117&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1772517&ww_x_anneeacad=123455150&ww_i_section=945901&ww_i_niveau=6683111&ww_c_langue=en
,General chemistry I (for BIU+PHU),fr,AUDIT-H,149479,Chauvin Anne-Sophie,UNIL_BIU#UNIL_PHU,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=257466575&ww_x_anneeacad=123455150&ww_i_section=116995070&ww_i_niveau=2936286&ww_c_langue=en
,General chemistry I (For MEU),fr,AUDIT-H,144957,Helm Lothar,UNIL_MEU,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1772537&ww_x_anneeacad=123455150&ww_i_section=116995070&ww_i_niveau=2936286&ww_c_langue=en
,General chemistry II,fr,AUDIT-E,149479,Chauvin Anne-Sophie,UNIL_BIU#UNIL_PHU,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2760111&ww_x_anneeacad=123455150&ww_i_section=116995070&ww_i_niveau=2936295&ww_c_langue=en
,General chemistry Laboratory I (For BIU),fr,AUDIT-H,149479,Chauvin Anne-Sophie,UNIL_BIU,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=446371296&ww_x_anneeacad=123455150&ww_i_section=116995070&ww_i_niveau=2936286&ww_c_langue=en
,General chemistry Laboratory I (for PHU),fr,AUDIT-H,149479,Chauvin Anne-Sophie,UNIL_PHU,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=259479504&ww_x_anneeacad=123455150&ww_i_section=116995070&ww_i_niveau=2936286&ww_c_langue=en
,General chemistry Laboratory I (for PSU),fr,AUDIT-E,149479,Chauvin Anne-Sophie,UNIL_SFU,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=260083384&ww_x_anneeacad=123455150&ww_i_section=116995070&ww_i_niveau=2936295&ww_c_langue=en
,General chemistry Laboratory II (for PHU),fr,AUDIT-E,149479,Chauvin Anne-Sophie,UNIL_PHU,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=259479559&ww_x_anneeacad=123455150&ww_i_section=116995070&ww_i_niveau=2936295&ww_c_langue=en
,General chemistry Laboratory II (for PSU),fr,AUDIT-H,123171,Laurenczy Gabor,UNIL_SFU,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=260083790&ww_x_anneeacad=123455150&ww_i_section=116995070&ww_i_niveau=2936286&ww_c_langue=en
,"General chemistry, Laboratory Work",fr,PH-BA2,104570,Boyarkine Oleg,PH,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=4145320&ww_x_anneeacad=123455150&ww_i_section=945571&ww_i_niveau=6683111&ww_c_langue=en
,General physics (English) I,en,EL-BA1#GC-BA1#GM-BA1#MA-BA1#MT-BA1#MX-BA1#SIE-BA1#SV-BA1,188499,Leiman Petr,EL#GC#GM#MA#MT#MX#SIE#SV,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=784634759&ww_x_anneeacad=123455150&ww_i_section=943936&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=784634759&ww_x_anneeacad=123455150&ww_i_section=942623&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=784634759&ww_x_anneeacad=123455150&ww_i_section=944263&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=784634759&ww_x_anneeacad=123455150&ww_i_section=944590&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=784634759&ww_x_anneeacad=123455150&ww_i_section=945244&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=784634759&ww_x_anneeacad=123455150&ww_i_section=944917&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=784634759&ww_x_anneeacad=123455150&ww_i_section=942953&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=784634759&ww_x_anneeacad=123455150&ww_i_section=945901&ww_i_niveau=6683111&ww_c_langue=en
,General physics (English) II,en,EL-BA2#GC-BA2#GM-BA2#MA-BA2#MT-BA2#MX-BA2#SIE-BA2#SV-BA2,160566,Nakada Tatsuya,EL#GC#GM#MA#MT#MX#SIE#SV,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=784634863&ww_x_anneeacad=123455150&ww_i_section=943936&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=784634863&ww_x_anneeacad=123455150&ww_i_section=942623&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=784634863&ww_x_anneeacad=123455150&ww_i_section=944263&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=784634863&ww_x_anneeacad=123455150&ww_i_section=944590&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=784634863&ww_x_anneeacad=123455150&ww_i_section=945244&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=784634863&ww_x_anneeacad=123455150&ww_i_section=944917&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=784634863&ww_x_anneeacad=123455150&ww_i_section=942953&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=784634863&ww_x_anneeacad=123455150&ww_i_section=945901&ww_i_niveau=6683111&ww_c_langue=en
,General physics (German) I,de,EL-BA1#GC-BA1#GM-BA1#MA-BA1#MT-BA1#MX-BA1#SIE-BA1#SV-BA1,105362,Harbich Wolfgang,EL#GC#GM#MA#MT#MX#SIE#SV,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2207995&ww_x_anneeacad=123455150&ww_i_section=943936&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2207995&ww_x_anneeacad=123455150&ww_i_section=942623&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2207995&ww_x_anneeacad=123455150&ww_i_section=944263&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2207995&ww_x_anneeacad=123455150&ww_i_section=944590&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2207995&ww_x_anneeacad=123455150&ww_i_section=945244&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2207995&ww_x_anneeacad=123455150&ww_i_section=944917&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2207995&ww_x_anneeacad=123455150&ww_i_section=942953&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2207995&ww_x_anneeacad=123455150&ww_i_section=945901&ww_i_niveau=6683111&ww_c_langue=en
,General physics (German) II,de,EL-BA2#GC-BA2#GM-BA2#MA-BA2#MT-BA2#MX-BA2#SIE-BA2#SV-BA2,105362,Harbich Wolfgang,EL#GC#GM#MA#MT#MX#SIE#SV,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2208004&ww_x_anneeacad=123455150&ww_i_section=943936&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2208004&ww_x_anneeacad=123455150&ww_i_section=942623&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2208004&ww_x_anneeacad=123455150&ww_i_section=944263&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2208004&ww_x_anneeacad=123455150&ww_i_section=944590&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2208004&ww_x_anneeacad=123455150&ww_i_section=945244&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2208004&ww_x_anneeacad=123455150&ww_i_section=944917&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2208004&ww_x_anneeacad=123455150&ww_i_section=942953&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=2208004&ww_x_anneeacad=123455150&ww_i_section=945901&ww_i_niveau=6683111&ww_c_langue=en
,General physics I,fr,IN-BA3#SC-BA3#CGC-BA1#GC-BA1#EL-BA1#GM-BA1#MT-BA1#SV-BA1#MA-BA1#MX-BA1#SIE-BA1,105530#105753#106050#124105#161577#161735#162579#178548,Kapon Elyahou#Margaritondo Giorgio#Pavuna Davor#Gaal Richard#Grandjean Nicolas#Gruetter Rolf#Schneider Olivier#Hébert Cécile,IN#SC#CGC#GC#EL#GM#MT#SV#MA#MX#SIE,http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1775427&ww_x_anneeacad=123455150&ww_i_section=249847&ww_i_niveau=6683117&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1775427&ww_x_anneeacad=123455150&ww_i_section=946228&ww_i_niveau=6683117&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1775427&ww_x_anneeacad=123455150&ww_i_section=246696&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1775427&ww_x_anneeacad=123455150&ww_i_section=942623&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1775427&ww_x_anneeacad=123455150&ww_i_section=943936&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1775427&ww_x_anneeacad=123455150&ww_i_section=944263&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1775427&ww_x_anneeacad=123455150&ww_i_section=945244&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1775427&ww_x_anneeacad=123455150&ww_i_section=945901&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1775427&ww_x_anneeacad=123455150&ww_i_section=944590&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1775427&ww_x_anneeacad=123455150&ww_i_section=944917&ww_i_niveau=6683111&ww_c_langue=en#http://isa.epfl.ch/imoniteur_ISAP/!itffichecours.htm?ww_i_matiere=1775427&ww_x_anneeacad=123455150&ww_i_section=942953&ww_i_niveau=6683111&ww_c_langue=en
